Station,Date,lat,lon,Pressure,Temperature,Conductivity,Turbidity,Oxygen,PAR,BeamTransmission,Fluorescence,Salinity
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,14.5,15.6879,4.444478,0.606,6.08826,3.61E+01,72.2914,3.9894,35.7584
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,15,15.6814,4.44388,0.611,6.07343,3.43E+01,72.0171,3.8811,35.7587
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,15.5,15.6747,4.443282,0.611,6.05977,3.26E+01,72.1966,3.9539,35.7592
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,16,15.6667,4.44256,0.611,6.04146,3.06E+01,72.1305,4.1071,35.7597
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,16.5,15.6562,4.441625,0.611,6.02206,2.82E+01,72.4141,4.3737,35.7606
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,17,15.6458,4.440691,0.611,6.00104,2.59E+01,72.5159,4.2552,35.7614
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,17.5,15.6323,4.4395,0.611,5.97048,2.31E+01,72.3708,4.4147,35.7627
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,18,15.6159,4.438048,0.611,5.93387,2.01E+01,72.2581,4.6704,35.7643
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,18.5,15.6031,4.436921,0.506,5.90866,1.80E+01,72.6474,5.0899,35.7655
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,19,15.5933,4.436059,0.582,5.89727,1.66E+01,73.5949,5.0296,35.7664
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,19.5,15.5847,4.435295,0.618,5.88622,1.53E+01,74.3426,4.4989,35.7672
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,20,15.5775,4.434659,0.184,5.87617,1.44E+01,74.5283,4.6364,35.7678
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,20.5,15.5704,4.434037,0.314,5.86721,1.34E+01,74.8918,4.2084,35.7684
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,21,15.5633,4.433404,0.193,5.85384,1.25E+01,75.1102,4.2259,35.769
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,21.5,15.5568,4.432838,0.442,5.83766,1.17E+01,75.391,4.2591,35.7695
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,22,15.5508,4.4323,0.259,5.81788,1.09E+01,75.5227,4.3102,35.77
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,22.5,15.5443,4.431741,0.069,5.80179,1.00E+01,75.4991,4.3769,35.7705
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,23,15.5371,4.431105,0.479,5.79036,9.13E+00,75.6201,4.2381,35.7712
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,23.5,15.5301,4.430491,0.134,5.78019,8.36E+00,76.3404,3.9807,35.7718
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,24,15.5232,4.42989,0.582,5.77234,7.69E+00,76.6615,3.907,35.7724
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,24.5,15.5156,4.429233,0.597,5.7667,7.05E+00,76.6734,4.1797,35.7732
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,25,15.5064,4.42844,0.268,5.76046,6.37E+00,77.0072,3.9542,35.7742
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,25.5,15.4958,4.427534,0.386,5.74907,5.70E+00,77.2886,3.9702,35.7754
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,26,15.4848,4.426595,0.164,5.74194,5.08E+00,77.4559,3.9254,35.7767
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,26.5,15.4773,4.425949,0.271,5.73626,4.70E+00,77.7759,4.1559,35.7775
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,27,15.4699,4.425325,0.44,5.72926,4.33E+00,78.2977,3.9284,35.7784
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,27.5,15.4641,4.424834,0.628,5.72318,4.05E+00,78.4952,3.497,35.779
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,28,15.46,4.424489,0.187,5.71847,3.85E+00,78.463,3.3814,35.7794
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,28.5,15.4556,4.424111,0.403,5.71178,3.63E+00,78.3252,3.5097,35.7799
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,29,15.4504,4.423683,0.008,5.70592,3.38E+00,78.5431,3.3172,35.7805
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,29.5,15.4454,4.423265,0.382,5.69861,3.14E+00,78.6902,3.3345,35.781
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,30,15.441,4.422897,0.33,5.69516,2.92E+00,78.7739,3.0559,35.7815
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,30.5,15.4362,4.422496,0.317,5.68588,2.68E+00,79.03,3.2416,35.7821
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,31,15.4318,4.422126,0.314,5.67997,2.49E+00,79.0884,3.3035,35.7825
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,31.5,15.4267,4.421686,0.135,5.66893,2.30E+00,79.2704,3.1701,35.783
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,32,15.4187,4.420991,0.136,5.6629,2.09E+00,79.2339,3.05,35.7837
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,32.5,15.4082,4.420069,0.221,5.66503,1.91E+00,79.357,3.0589,35.7847
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,33,15.3938,4.418801,0.367,5.66534,1.73E+00,79.5614,3.1689,35.7861
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,33.5,15.3779,4.417396,0.133,5.65692,1.58E+00,79.61,3.2949,35.7877
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,34,15.361,4.41591,0.121,5.63792,1.45E+00,79.5515,3.0677,35.7895
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,34.5,15.3465,4.414631,0.038,5.62229,1.36E+00,79.667,3.0277,35.7909
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,35,15.3317,4.413332,-0.001,5.60901,1.29E+00,79.8408,2.7571,35.7924
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,35.5,15.3143,4.411801,0,5.59318,1.21E+00,80.3595,2.7933,35.7942
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,36,15.2963,4.410225,0.004,5.58067,1.15E+00,80.7561,2.3672,35.796
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,36.5,15.2751,4.40835,0.156,5.56633,1.08E+00,81.0619,2.1958,35.7982
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,37,15.2481,4.405954,0.301,5.54975,1.01E+00,81.3713,2.312,35.8008
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,37.5,15.2171,4.403184,0.199,5.53629,9.35E-01,81.6236,2.1563,35.8038
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,38,15.1827,4.400103,-0.016,5.52263,8.74E-01,81.851,2.1755,35.807
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,38.5,15.133,4.395625,0,5.51033,8.06E-01,81.9922,2.0823,35.8115
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,39,15.0619,4.389237,1.00E-07,5.49782,7.36E-01,82.219,2.0066,35.8181
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,39.5,14.9744,4.381347,-2.52E-09,5.48193,6.73E-01,82.5047,2.0815,35.8261
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,40,14.8928,4.373987,1.01E-11,5.45074,6.27E-01,82.7179,1.9974,35.8335
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,40.5,14.8183,4.367258,-6.91E-14,5.40961,5.91E-01,82.6584,1.8415,35.84
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,41,14.7437,4.360516,1.91E-14,5.36549,5.60E-01,83.0886,1.8306,35.8466
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,41.5,14.6791,4.354662,-6.90E-16,5.32636,5.35E-01,83.444,1.6373,35.8521
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,42,14.6063,4.348071,9.96E-18,5.28339,5.09E-01,83.7625,1.5814,35.8584
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,42.5,14.5165,4.339923,-8.68E-21,5.2341,4.79E-01,84.2983,1.4442,35.866
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,43,14.4266,4.331757,1.13E-18,5.19093,4.50E-01,84.7924,1.4617,35.8734
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,43.5,14.339,4.323781,7.68E-17,5.15475,4.23E-01,85.6684,1.2021,35.8805
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,44,14.2537,4.315991,-1.12E-14,5.12992,3.96E-01,86.2331,1.1531,35.8872
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,44.5,14.165,4.307858,2.05E-12,5.1085,3.69E-01,86.2382,1.0073,35.8938
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,45,14.0909,4.301013,1.71E-10,5.08315,3.46E-01,86.4899,0.9567,35.8989
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,45.5,14.0352,4.295826,1.15E-08,5.0591,3.29E-01,86.6042,0.8922,35.9021
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,46,13.9972,4.292225,1.03E-07,5.04546,3.16E-01,86.7525,0.8112,35.9037
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,46.5,13.9668,4.289316,4.40E-09,5.04246,3.06E-01,86.8103,0.7508,35.9047
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,47,13.9365,4.286383,0,5.03654,2.95E-01,86.8502,0.7499,35.9054
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,47.5,13.9049,4.283291,-0.008,5.03113,2.83E-01,86.9778,0.7837,35.9057
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,48,13.8683,4.279688,0.079,5.02206,2.69E-01,87.0984,0.7459,35.9059
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,48.5,13.8347,4.27636,-0.003,5.00818,2.57E-01,87.2283,0.7189,35.9059
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,49,13.8063,4.273552,0,5.0003,2.46E-01,87.3336,0.694,35.9059
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,49.5,13.779,4.270838,0,4.99466,2.35E-01,87.4253,0.6529,35.9058
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,50,13.7557,4.268504,-8.50E-08,4.99263,2.26E-01,87.4636,0.6068,35.9055
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,50.5,13.7361,4.266533,8.28E-09,4.99141,2.18E-01,87.5716,0.5518,35.9051
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,51,13.7172,4.264633,-9.21E-11,4.98842,2.11E-01,87.6779,0.5404,35.9046
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,51.5,13.6946,4.262337,-4.42E-12,4.98115,2.01E-01,87.7486,0.4953,35.904
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,52,13.6702,4.259832,-1.68E-14,4.97087,1.89E-01,87.8105,0.5023,35.9031
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,52.5,13.6459,4.257324,-1.10E-16,4.96804,1.76E-01,87.8341,0.5011,35.9021
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,53,13.63,4.255695,-9.67E-19,4.97198,1.67E-01,87.8435,0.4881,35.9014
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,53.5,13.6193,4.254593,-2.23E-22,4.97416,1.60E-01,87.8704,0.4936,35.9009
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,54,13.612,4.253851,-1.14E-23,4.97259,1.54E-01,87.9381,0.4546,35.9005
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,54.5,13.6061,4.253257,-1.14E-24,4.96951,1.49E-01,87.9488,0.4718,35.9002
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,55,13.6012,4.252758,-9.95E-27,4.96562,1.45E-01,87.9704,0.4509,35.8999
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,55.5,13.597,4.252337,-8.81E-28,4.96575,1.40E-01,87.966,0.4376,35.8996
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,56,13.5932,4.251959,1.74E-29,4.96414,1.36E-01,87.998,0.4268,35.8995
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,56.5,13.5896,4.25161,5.40E-30,4.95854,1.32E-01,87.9785,0.4362,35.8993
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,57,13.586,4.251261,6.44E-32,4.9527,1.28E-01,87.9596,0.4325,35.8992
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,57.5,13.5824,4.250921,-5.15E-33,4.94809,1.23E-01,87.9715,0.4139,35.8992
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,58,13.5792,4.250628,1.15E-34,4.94784,1.18E-01,87.9382,0.4287,35.8992
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,58.5,13.5763,4.250386,-1.34E-36,4.94943,1.12E-01,87.9785,0.4208,35.8994
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,59,13.5741,4.250219,-1.30E-38,4.95112,1.07E-01,87.9963,0.4474,35.8997
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,59.5,13.5724,4.250108,4.26E-41,4.95245,1.01E-01,88.017,0.4569,35.9
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,60,13.5709,4.250018,-1.30E-42,4.95332,9.58E-02,87.9922,0.4464,35.9004
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,60.5,13.5697,4.249943,-3.61E-45,4.95604,9.19E-02,88.0003,0.426,35.9006
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,61,13.5685,4.249858,1.70E-47,4.95839,8.84E-02,88.0028,0.4461,35.9007
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,61.5,13.567,4.249735,-1.31E-48,4.96183,8.49E-02,88.0135,0.4245,35.9007
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,62,13.5648,4.249537,-4.63E-49,4.96122,8.16E-02,88.0057,0.4299,35.9007
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,62.5,13.5619,4.249256,1.36E-47,4.95665,7.86E-02,87.9965,0.4365,35.9006
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,63,13.5582,4.24889,-3.08E-46,4.9553,7.59E-02,87.9423,0.4429,35.9003
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,63.5,13.5541,4.248467,-3.41E-45,4.95343,7.34E-02,87.9761,0.4153,35.9
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,64,13.5493,4.247966,6.47E-44,4.95742,7.12E-02,87.9698,0.4185,35.8995
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,64.5,13.5432,4.247308,-1.42E-42,4.95816,6.87E-02,87.9707,0.4214,35.8989
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,65,13.5347,4.246394,-6.37E-41,4.95854,6.59E-02,88.021,0.4282,35.898
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,65.5,13.5229,4.245117,-4.25E-39,4.9582,6.26E-02,88.0322,0.4099,35.8968
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,66,13.5079,4.243474,-3.17E-37,4.95616,5.91E-02,88.027,0.432,35.8952
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,66.5,13.4919,4.241708,4.55E-35,4.95435,5.58E-02,88.0255,0.4061,35.8933
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,67,13.4741,4.23973,3.57E-33,4.95362,5.26E-02,88.0789,0.4258,35.8912
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,67.5,13.4561,4.237725,2.45E-31,4.95238,4.98E-02,88.1491,0.3977,35.8888
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,68,13.4379,4.235689,1.66E-29,4.95345,4.71E-02,88.1485,0.3818,35.8865
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,68.5,13.4225,4.233959,-5.39E-28,4.95405,4.50E-02,88.1829,0.3363,35.8844
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,69,13.4067,4.232179,-2.52E-26,4.95716,4.29E-02,88.2044,0.3824,35.8822
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,69.5,13.3882,4.230088,3.58E-24,4.96145,4.05E-02,88.2195,0.347,35.8796
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,70,13.3701,4.228055,2.74E-22,4.96599,3.81E-02,88.1901,0.3353,35.8771
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,70.5,13.3522,4.226033,2.04E-20,4.9702,3.56E-02,88.2342,0.3367,35.8745
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,71,13.3394,4.224593,-6.84E-19,4.96979,3.37E-02,88.2019,0.3261,35.8728
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,71.5,13.33,4.223543,1.51E-17,4.96321,3.23E-02,88.0811,0.3196,35.8714
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,72,13.322,4.222645,-2.94E-16,4.96095,3.09E-02,88.2241,0.2901,35.8702
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,72.5,13.3136,4.221701,-3.30E-15,4.95815,2.95E-02,88.2486,0.2872,35.8689
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,73,13.3053,4.220781,6.76E-14,4.9587,2.81E-02,88.2772,0.2905,35.8678
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,73.5,13.2974,4.219898,-1.42E-12,4.95936,2.67E-02,88.2845,0.2808,35.8667
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,74,13.2878,4.218833,-6.65E-11,4.96169,2.50E-02,88.3537,0.2797,35.8653
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,74.5,13.2759,4.217504,-2.27E-08,4.96294,2.27E-02,88.339,0.2807,35.8638
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,75,13.2622,4.215995,8.81E-08,4.96504,2.01E-02,88.3721,0.2722,35.862
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,75.5,13.2504,4.214696,0.003,4.95945,1.76E-02,88.3762,0.2882,35.8606
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,76,13.2437,4.213958,0.234,4.95391,1.60E-02,88.3745,0.2787,35.8597
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,76.5,13.2386,4.213405,1.312,4.95285,1.47E-02,88.3555,0.2902,35.8591
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,77,13.2342,4.212922,-0.218,4.9527,1.35E-02,88.3839,0.265,35.8584
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,77.5,13.2303,4.212496,0.001,4.95504,1.23E-02,88.3827,0.2627,35.8578
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,78,13.2267,4.212108,0,4.96087,1.12E-02,88.3829,0.2607,35.8573
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,78.5,13.223,4.211706,1.07E-07,4.96708,1.01E-02,88.3896,0.2678,35.8567
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,79,13.2189,4.211268,-1.42E-08,4.96958,8.83E-03,88.4097,0.2667,35.8561
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,79.5,13.2158,4.210943,2.48E-11,4.9668,7.87E-03,88.4031,0.2786,35.8558
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,80,13.2136,4.210711,2.14E-12,4.96395,7.15E-03,88.4102,0.2589,35.8555
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,80.5,13.2116,4.210503,-8.09E-15,4.96223,6.49E-03,88.3985,0.2681,35.8552
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,81,13.2097,4.210315,8.93E-16,4.9609,5.86E-03,88.39,0.2616,35.8549
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,81.5,13.2081,4.210146,6.29E-20,4.96111,5.30E-03,88.392,0.2642,35.8547
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,82,13.2064,4.209977,-1.03E-18,4.96119,4.75E-03,88.4085,0.2573,35.8544
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,82.5,13.2045,4.209779,9.95E-20,4.96262,4.16E-03,88.3988,0.2543,35.8541
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,83,13.2021,4.209532,-2.58E-21,4.9614,3.44E-03,88.4186,0.2671,35.8538
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,83.5,13.1994,4.209255,-5.54E-24,4.96168,2.71E-03,88.4152,0.2502,35.8535
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,84,13.1965,4.208958,4.21E-25,4.95836,2.01E-03,88.4532,0.2558,35.8532
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,84.5,13.1941,4.208707,1.00E-27,4.95916,1.51E-03,88.4415,0.2528,35.8529
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,85,13.1918,4.208473,1.48E-29,4.95675,1.08E-03,88.4013,0.2536,35.8526
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,85.5,13.1899,4.208291,-7.68E-32,4.95792,7.67E-04,88.394,0.2627,35.8524
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,86,13.188,4.208084,-5.17E-34,4.96033,5.17E-04,88.3962,0.263,35.852
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,86.5,13.1847,4.207725,-1.89E-35,4.96406,3.11E-04,88.4106,0.2684,35.8516
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,87,13.1808,4.207301,3.88E-37,4.96981,1.87E-04,88.4232,0.258,35.8509
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,87.5,13.1764,4.206816,-1.98E-39,4.97321,9.33E-05,88.4144,0.266,35.8503
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,88,13.1714,4.20626,-1.00E-42,4.97225,4.11E-05,88.3913,0.259,35.8495
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,88.5,13.1662,4.205682,3.56E-42,4.97155,1.61E-05,88.4067,0.2611,35.8486
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,89,13.1609,4.20509,-2.85E-44,4.97114,3.27E-06,88.3933,0.2569,35.8479
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,89.5,13.1551,4.204439,1.96E-45,4.97315,-5.17E-07,88.3907,0.2304,35.8468
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,90,13.149,4.203759,4.75E-46,4.97199,-1.26E-08,88.3924,0.2537,35.8459
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,90.5,13.1421,4.202983,-4.84E-48,4.96474,1.29E-10,88.4148,0.2483,35.8448
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,91,13.1349,4.202169,-2.81E-49,4.96273,9.23E-12,88.4274,0.2589,35.8436
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,91.5,13.1267,4.20125,1.46E-48,4.96328,1.01E-12,88.3528,0.2468,35.8424
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,92,13.1171,4.200168,1.01E-46,4.96648,1.00E-12,88.3347,0.234,35.8409
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,92.5,13.1073,4.199072,-1.50E-44,4.96834,1.00E-12,88.4454,0.2413,35.8395
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,93,13.0966,4.197874,2.90E-42,4.96741,1.00E-12,88.4519,0.2408,35.8379
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,93.5,13.0872,4.196812,1.21E-39,4.96866,1.00E-12,88.4706,0.2351,35.8365
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,94,13.0788,4.195876,1.20E-37,4.96759,1.00E-12,88.4903,0.2475,35.8353
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,94.5,13.0722,4.195142,-1.85E-35,4.96649,1.00E-12,88.4826,0.2468,35.8343
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,95,13.066,4.194462,-1.53E-33,4.96307,1.00E-12,88.4427,0.2366,35.8334
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,95.5,13.0611,4.193914,5.42E-32,4.9617,1.00E-12,88.4739,0.2386,35.8326
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,96,13.0567,4.193425,2.37E-30,4.95773,1.00E-12,88.4567,0.2387,35.8319
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,96.5,13.0517,4.192873,-7.95E-29,4.9575,1.00E-12,88.4412,0.2398,35.8311
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,97,13.0474,4.192403,1.87E-27,4.95902,1.00E-12,88.455,0.2467,35.8304
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,97.5,13.0431,4.191926,-4.27E-26,4.95784,1.00E-12,88.4157,0.253,35.8297
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,98,13.0381,4.191369,-1.87E-24,4.95292,1.00E-12,88.4648,0.241,35.8289
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,98.5,13.0328,4.190781,5.98E-23,4.9504,1.00E-12,88.4895,0.2471,35.8281
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,99,13.0275,4.190196,-1.56E-21,4.94895,1.00E-12,88.4603,0.2299,35.8273
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,99.5,13.0229,4.189678,-6.16E-20,4.94943,1.00E-12,88.4572,0.2371,35.8266
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,100,13.0178,4.189115,1.90E-18,4.95281,1.00E-12,88.4611,0.227,35.8258
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,100.5,13.0116,4.18843,-2.20E-16,4.95569,1.00E-12,88.4787,0.2347,35.8248
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,101,13.0046,4.187649,4.26E-14,4.95894,1.00E-12,88.4843,0.2112,35.8238
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,101.5,12.9979,4.186912,-4.35E-11,4.96269,1.00E-12,88.4512,0.2397,35.8228
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,102,12.9923,4.186305,1.12E-08,4.96911,1.00E-12,88.4727,0.2347,35.8221
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,102.5,12.9891,4.185945,1.37E-07,4.97053,1.00E-12,88.4828,0.2323,35.8215
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,103,12.9863,4.185642,-1.58E-08,4.96841,1.00E-12,88.4972,0.241,35.821
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,103.5,12.9837,4.185362,-0.002,4.97061,1.00E-12,88.4709,0.2249,35.8206
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,104,12.9811,4.18509,-0.09,4.96869,1.00E-12,88.4732,0.2314,35.8202
Cs6,Jul 27 2010 14:38:54,42.1,-9.3333333,104.5,12.9786,4.184822,1.522,4.96619,1.00E-12,88.4854,0.2277,35.8197
